,Total_Insured,County_State,Total_Uninsured,Year,State_Code,County_Code,Poverty_percent_in_County,Total_Poverty_in_County,Uninsured_percent
1879,1168662,"Suffolk County, NY",74327,2016,36,103,7.6,111341,5.979698935
1880,55403,"Sullivan County, NY",4087,2016,36,105,16.9,12240,6.870062195
1881,37568,"Tioga County, NY",1869,2016,36,107,12.7,6141,4.739204301
1882,74047,"Tompkins County, NY",4429,2016,36,109,18.5,17022,5.643763698
1883,130722,"Ulster County, NY",9049,2016,36,111,13.9,23815,6.474161307
1884,48220,"Warren County, NY",2623,2016,36,113,11.7,7479,5.159018941
1885,45248,"Washington County, NY",2636,2016,36,115,11.1,6479,5.504970345
1886,70690,"Wayne County, NY",3992,2016,36,117,10.4,9296,5.34533087
1887,739377,"Westchester County, NY",61342,2016,36,119,10,95327,7.660864798
1888,28835,"Wyoming County, NY",1632,2016,36,121,10,3701,5.356615354
1889,17288,"Yates County, NY",1816,2016,36,123,14.1,3340,9.505862647
1890,111025,"Alamance County, NC",17976,2016,37,1,16.1,25014,13.9347757
1891,24970,"Alexander County, NC",3705,2016,37,3,15,5401,12.9206626
1892,6629,"Alleghany County, NC",1339,2016,37,5,20.6,2203,16.80471888
1893,15990,"Anson County, NC",2437,2016,37,7,25.1,5716,13.22515873
1894,16901,"Ashe County, NC",3251,2016,37,9,16.1,4307,16.13239381
1895,9375,"Avery County, NC",2126,2016,37,11,19.7,2985,18.4853491
1896,31632,"Beaufort County, NC",4734,2016,37,13,19,8925,13.01765385
1897,12273,"Bertie County, NC",1797,2016,37,15,24.4,4438,12.77185501
1898,22089,"Bladen County, NC",4408,2016,37,17,26.4,8794,16.63584557
1899,76098,"Brunswick County, NC",13022,2016,37,19,13.8,17406,14.61175943
1900,179171,"Buncombe County, NC",22904,2016,37,21,13.5,33631,11.33440554
1901,60166,"Burke County, NC",9950,2016,37,23,17.7,15310,14.19076958
1902,157763,"Cabarrus County, NC",17123,2016,37,25,11,21980,9.790949533
1903,56416,"Caldwell County, NC",9097,2016,37,27,17.1,13697,13.88579366
1904,7925,"Camden County, NC",909,2016,37,29,8.7,902,10.28978945
1905,45817,"Carteret County, NC",6452,2016,37,31,12.3,8321,12.34383669
1906,14695,"Caswell County, NC",2227,2016,37,33,19.7,4265,13.16038293
1907,111671,"Catawba County, NC",16641,2016,37,35,12.7,19537,12.9691689
1908,46241,"Chatham County, NC",7245,2016,37,37,11.7,8384,13.54560072
1909,16854,"Cherokee County, NC",3073,2016,37,39,18.4,5057,15.4212877
1910,9533,"Chowan County, NC",1311,2016,37,41,18.9,2665,12.08963482
1911,6430,"Clay County, NC",1147,2016,37,43,15.3,1647,15.13791738
1912,68478,"Cleveland County, NC",9372,2016,37,45,20.6,19594,12.03853565
1913,36339,"Columbus County, NC",6341,2016,37,47,24.6,13110,14.85707591
1914,70500,"Craven County, NC",9529,2016,37,49,15.3,15047,11.90693374
1915,249234,"Cumberland County, NC",30261,2016,37,51,18.8,59570,10.82702732
1916,19181,"Currituck County, NC",2552,2016,37,53,10.2,2616,11.74251139
1917,24927,"Dare County, NC",3685,2016,37,55,10.9,3909,12.87921152
1918,117249,"Davidson County, NC",17556,2016,37,57,15.4,25150,13.02325581
1919,29456,"Davie County, NC",4131,2016,37,59,11.6,4820,12.29940155
1920,38522,"Duplin County, NC",9679,2016,37,61,21.3,12418,20.08049626
1921,224591,"Durham County, NC",33038,2016,37,63,16.1,47269,12.82386688
1922,37482,"Edgecombe County, NC",5104,2016,37,65,23.9,12514,11.98515944
1923,266930,"Forsyth County, NC",37955,2016,37,67,17.5,62994,12.44895616
1924,45755,"Franklin County, NC",6878,2016,37,69,15.3,9624,13.06784717
1925,160223,"Gaston County, NC",20736,2016,37,71,15.7,33562,11.45894926
1926,8246,"Gates County, NC",1055,2016,37,73,15.2,1731,11.34286636
1927,5453,"Graham County, NC",1096,2016,37,75,19.9,1675,16.73537945
1928,40606,"Granville County, NC",5419,2016,37,77,15.2,8403,11.77403585
1929,12532,"Greene County, NC",2791,2016,37,79,23.7,4422,18.21444887
1930,381735,"Guilford County, NC",49069,2016,37,81,18.3,92205,11.39009851
1931,34645,"Halifax County, NC",5495,2016,37,83,27,13595,13.68958645
1932,97917,"Harnett County, NC",14048,2016,37,85,16.1,20400,12.54677801
1933,40484,"Haywood County, NC",5223,2016,37,87,15.9,9545,11.4271337
1934,72940,"Henderson County, NC",12077,2016,37,89,12.2,13707,14.20539422
1935,15109,"Hertford County, NC",1998,2016,37,91,26.1,5612,11.67942947
1936,39739,"Hoke County, NC",7693,2016,37,93,19.5,10177,16.21900826
1937,3244,"Hyde County, NC",541,2016,37,95,22.3,1067,14.29326288
1938,128568,"Iredell County, NC",17695,2016,37,97,10.6,18166,12.09806992
1939,25471,"Jackson County, NC",5437,2016,37,99,20.9,8051,17.59091497
1940,143965,"Johnston County, NC",21382,2016,37,101,13.2,25065,12.93159235
1941,6438,"Jones County, NC",1034,2016,37,103,21.5,2088,13.83832976
1942,42119,"Lee County, NC",7231,2016,37,105,16.9,9869,14.65248227
1943,39307,"Lenoir County, NC",6385,2016,37,107,20.6,11637,13.97399982
1944,59822,"Lincoln County, NC",7455,2016,37,109,12.7,10179,11.08105296
1945,30517,"McDowell County, NC",4846,2016,37,111,18.4,8050,13.7035885
1946,20652,"Macon County, NC",4120,2016,37,113,16.4,5585,16.63168093
1947,13972,"Madison County, NC",1966,2016,37,115,18.8,3786,12.33529928
1948,15768,"Martin County, NC",2070,2016,37,117,22.5,5175,11.60443996
1949,817651,"Mecklenburg County, NC",112129,2016,37,119,12.3,127889,12.05973456
1950,9786,"Mitchell County, NC",1507,2016,37,121,16.4,2444,13.34454972
1951,17796,"Montgomery County, NC",3245,2016,37,123,21.4,5655,15.4222708
1952,64127,"Moore County, NC",8367,2016,37,125,11.4,10766,11.54164483
1953,66786,"Nash County, NC",8957,2016,37,127,16.5,15151,11.82551523
1954,161262,"New Hanover County, NC",19802,2016,37,129,17.3,37472,10.93646445
1955,12697,"Northampton County, NC",1739,2016,37,131,22.4,4319,12.04627321
1956,140303,"Onslow County, NC",14932,2016,37,133,13.7,23670,9.618964795
1957,104583,"Orange County, NC",11942,2016,37,135,12.8,17049,10.24844454
1958,7412,"Pamlico County, NC",1144,2016,37,137,18.5,2230,13.37073399
1959,27430,"Pasquotank County, NC",3743,2016,37,139,17,6395,12.00718571
1960,41289,"Pender County, NC",6380,2016,37,141,15,8683,13.38396023
1961,8620,"Perquimans County, NC",1221,2016,37,143,16.9,2239,12.40727568
1962,27786,"Person County, NC",3982,2016,37,145,15.4,5962,12.53462604
1963,131125,"Pitt County, NC",18356,2016,37,147,21.5,36594,12.27982152
1964,12539,"Polk County, NC",1767,2016,37,149,14.5,2912,12.35146093
1965,99834,"Randolph County, NC",18029,2016,37,151,14.4,20481,15.29657314
1966,31054,"Richmond County, NC",4944,2016,37,153,24.9,10900,13.73409634
1967,89600,"Robeson County, NC",20165,2016,37,155,27.8,35835,18.37106546
1968,63197,"Rockingham County, NC",9937,2016,37,157,18.1,16352,13.58738754
1969,97935,"Rowan County, NC",14309,2016,37,159,16.5,22283,12.74812017
1970,44710,"Rutherford County, NC",7246,2016,37,161,18.6,12096,13.9464162
1971,41646,"Sampson County, NC",9629,2016,37,163,19.6,12114,18.77913213
1972,23067,"Scotland County, NC",3575,2016,37,165,27.6,9033,13.41866226
1973,42376,"Stanly County, NC",5803,2016,37,167,13.1,7733,12.04466676
1974,32300,"Stokes County, NC",4280,2016,37,169,12.4,5664,11.70038272
1975,48736,"Surry County, NC",8631,2016,37,171,17,12102,15.04523507
1976,9383,"Swain County, NC",2074,2016,37,173,16.7,2357,18.10247011
1977,19733,"Transylvania County, NC",3200,2016,37,175,16.6,5415,13.95369119
1978,2242,"Tyrrell County, NC",472,2016,37,177,27.3,966,17.39130435
1979,179051,"Union County, NC",19618,2016,37,179,9,20266,9.874716237
1980,31387,"Vance County, NC",4452,2016,37,181,24.2,10552,12.4222216
1981,835285,"Wake County, NC",84547,2016,37,183,9.2,94001,9.191569765
1982,12034,"Warren County, NC",2396,2016,37,185,26.4,4999,16.6042966
1983,8082,"Washington County, NC",1180,2016,37,187,26.1,3147,12.74022889
1984,35012,"Watauga County, NC",5337,2016,37,189,24.3,11717,13.22709361
1985,86822,"Wayne County, NC",15016,2016,37,191,20.6,24889,14.74498714
1986,45703,"Wilkes County, NC",8009,2016,37,193,16.8,11378,14.91100685
1987,57037,"Wilson County, NC",8978,2016,37,195,22.3,17798,13.59993941
1988,25843,"Yadkin County, NC",4354,2016,37,197,14,5202,14.41865086
1989,11309,"Yancey County, NC",1896,2016,37,199,19.1,3350,14.35819765
1990,1570,"Adams County, ND",149,2016,38,1,9.6,216,8.667830134
1991,7557,"Barnes County, ND",681,2016,38,3,10.9,1137,8.266569556
1992,4958,"Benson County, ND",839,2016,38,5,29.4,1961,14.47300328
1993,674,"Billings County, ND",85,2016,38,7,8.9,83,11.19894598
1994,4461,"Bottineau County, ND",482,2016,38,9,11.1,701,9.751163261
1995,2381,"Bowman County, ND",224,2016,38,11,8.2,262,8.598848369
1996,1636,"Burke County, ND",167,2016,38,13,9,196,9.262340544
1997,73162,"Burleigh County, ND",4671,2016,38,15,7.2,6505,6.001310498
1998,141726,"Cass County, ND",9179,2016,38,17,10.7,18151,6.08263477
1999,2548,"Cavalier County, ND",248,2016,38,19,9.7,364,8.86981402
2000,3530,"Dickey County, ND",355,2016,38,21,10.9,527,9.137709138
2001,1655,"Divide County, ND",187,2016,38,23,10,231,10.15200869
2002,3282,"Dunn County, ND",466,2016,38,25,9.8,420,12.43329776
2003,1605,"Eddy County, ND",174,2016,38,27,10.1,229,9.780775717
2004,2152,"Emmons County, ND",277,2016,38,29,13.9,455,11.40386991
2005,2395,"Foster County, ND",186,2016,38,31,8.9,287,7.206509105
2006,1299,"Golden Valley County, ND",112,2016,38,33,9.8,173,7.937632884
2007,54877,"Grand Forks County, ND",3947,2016,38,35,13.9,9318,6.709846321
2008,1447,"Grant County, ND",262,2016,38,37,15.6,367,15.33060269
2009,1437,"Griggs County, ND",148,2016,38,39,9.6,213,9.337539432
2010,1723,"Hettinger County, ND",168,2016,38,41,10.5,256,8.88418826
2011,1704,"Kidder County, ND",191,2016,38,43,12.6,303,10.07915567
2012,2773,"LaMoure County, ND",302,2016,38,45,11.6,468,9.821138211
2013,1195,"Logan County, ND",222,2016,38,47,12.7,238,15.66690191
2014,4391,"McHenry County, ND",405,2016,38,49,10.9,641,8.444537114
2015,1621,"McIntosh County, ND",196,2016,38,51,12.1,309,10.78701156
2016,10591,"McKenzie County, ND",1111,2016,38,53,7.9,981,9.494103572
2017,6830,"McLean County, ND",689,2016,38,55,9.2,880,9.163452587
2018,6706,"Mercer County, ND",448,2016,38,57,6.6,561,6.26223092
2019,24156,"Morton County, ND",1679,2016,38,59,8.9,2679,6.498935553
2020,7946,"Mountrail County, ND",1188,2016,38,61,9.5,964,13.0063499
2021,1907,"Nelson County, ND",189,2016,38,63,11.6,333,9.017175573
2022,1404,"Oliver County, ND",102,2016,38,65,10.3,191,6.772908367
2023,4948,"Pembina County, ND",481,2016,38,67,9.1,629,8.859826856
2024,2824,"Pierce County, ND",306,2016,38,69,13,522,9.776357827
2025,8270,"Ramsey County, ND",759,2016,38,71,14.1,1556,8.406246539
2026,3960,"Ransom County, ND",291,2016,38,73,8.1,421,6.84544813
2027,1898,"Renville County, ND",146,2016,38,75,8.2,205,7.142857143
2028,11939,"Richland County, ND",882,2016,38,77,10.2,1558,6.879338585
2029,10642,"Rolette County, ND",2178,2016,38,79,26.7,3861,16.98907956
2030,2798,"Sargent County, ND",238,2016,38,81,7.7,296,7.839262187
2031,830,"Sheridan County, ND",115,2016,38,83,16.9,222,12.16931217
2032,3444,"Sioux County, ND",543,2016,38,85,35.3,1543,13.6192626
2033,554,"Slope County, ND",47,2016,38,87,11.3,86,7.820299501
2034,25239,"Stark County, ND",1931,2016,38,89,8,2433,7.107103423
2035,1335,"Steele County, ND",134,2016,38,91,8.3,162,9.1218516
2036,14705,"Stutsman County, ND",1217,2016,38,93,11.2,2184,7.643512122
2037,1526,"Towner County, ND",188,2016,38,95,10.7,238,10.96849475
2038,5886,"Traill County, ND",415,2016,38,97,8.4,642,6.58625615
2039,7691,"Walsh County, ND",852,2016,38,99,11,1176,9.973077373
2040,54662,"Ward County, ND",4641,2016,38,101,8.8,5903,7.825910999
2041,2706,"Wells County, ND",236,2016,38,103,10.5,419,8.021753909
2042,28757,"Williams County, ND",2354,2016,38,105,6.8,2292,7.566455594
2043,20794,"Adams County, OH",1979,2016,39,1,20.2,5543,8.690115488
2044,75337,"Allen County, OH",5868,2016,39,3,15.5,15101,7.226156025
2045,38891,"Ashland County, OH",3064,2016,39,5,12.2,6235,7.303062805
2046,70791,"Ashtabula County, OH",6682,2016,39,7,18.2,17202,8.624940302
2047,43719,"Athens County, OH",4492,2016,39,9,28.8,16044,9.317375703
2048,35546,"Auglaize County, OH",2002,2016,39,11,9.2,4165,5.331841909
2049,48624,"Belmont County, OH",3383,2016,39,13,15.7,10135,6.504893572
2050,32977,"Brown County, OH",2695,2016,39,15,16.7,7196,7.554945055
2051,296169,"Butler County, OH",18734,2016,39,17,12.4,45165,5.949133543
2052,20159,"Carroll County, OH",1719,2016,39,19,12.8,3475,7.857208154
2053,29447,"Champaign County, OH",2059,2016,39,21,11.1,4194,6.535263124
2054,99973,"Clark County, OH",7244,2016,39,23,15.7,20643,6.756391244
2055,161746,"Clermont County, OH",10133,2016,39,25,10.6,21281,5.895426434
2056,31971,"Clinton County, OH",2118,2016,39,27,13.4,5426,6.213147936
2057,74911,"Columbiana County, OH",5671,2016,39,29,17.2,17130,7.037551811
2058,27138,"Coshocton County, OH",2369,2016,39,31,12.7,4581,8.028603382
2059,31058,"Crawford County, OH",2217,2016,39,33,13.9,5753,6.662659654
2060,948512,"Cuyahoga County, OH",64178,2016,39,35,18.3,223636,6.337378665
2061,38714,"Darke County, OH",2868,2016,39,37,10.7,5438,6.897215141
2062,28768,"Defiance County, OH",2059,2016,39,39,10.4,3876,6.679209784
2063,164789,"Delaware County, OH",6603,2016,39,41,4.7,9083,3.852571882
2064,55243,"Erie County, OH",3704,2016,39,43,12.5,9171,6.283610701
2065,119146,"Fairfield County, OH",7744,2016,39,45,9.7,14445,6.102923792
2066,21646,"Fayette County, OH",1657,2016,39,47,16,4489,7.110672446
2067,1007675,"Franklin County, OH",86877,2016,39,49,16.6,205476,7.937219977
2068,33071,"Fulton County, OH",2036,2016,39,51,8.9,3719,5.799413222
2069,22133,"Gallia County, OH",1852,2016,39,53,20.6,5995,7.7214926
2070,69751,"Geauga County, OH",6357,2016,39,55,5.8,5451,8.352604194
2071,123655,"Greene County, OH",7088,2016,39,57,12.1,18975,5.421322748
2072,29347,"Guernsey County, OH",2250,2016,39,59,18.6,7161,7.120929202
2073,632552,"Hamilton County, OH",42157,2016,39,61,16,126002,6.248175139
2074,58292,"Hancock County, OH",3732,2016,39,63,10,7385,6.017025667
2075,22889,"Hardin County, OH",1824,2016,39,65,13.3,3906,7.380730789
2076,11191,"Harrison County, OH",873,2016,39,67,16.8,2521,7.236405836
2077,21009,"Henry County, OH",1365,2016,39,69,8.3,2258,6.100831322
2078,32164,"Highland County, OH",2848,2016,39,71,19.8,8410,8.134353936
2079,21414,"Hocking County, OH",1563,2016,39,73,14.5,4054,6.802454629
2080,30223,"Holmes County, OH",7458,2016,39,75,11.7,5041,19.79246835
2081,44442,"Huron County, OH",3931,2016,39,77,12.2,7043,8.126434168
2082,24791,"Jackson County, OH",1985,2016,39,79,18.1,5780,7.413355244
2083,48308,"Jefferson County, OH",3011,2016,39,81,16.3,10469,5.867222666
2084,43889,"Knox County, OH",3441,2016,39,83,12.7,7294,7.270230298
2085,173807,"Lake County, OH",10392,2016,39,85,8.6,19364,5.641724439
2086,45986,"Lawrence County, OH",3464,2016,39,87,17.9,10771,7.005055612
2087,133593,"Licking County, OH",8426,2016,39,89,11.7,19680,5.933008964
2088,34753,"Logan County, OH",2462,2016,39,91,12.2,5420,6.615611984
2089,230438,"Lorain County, OH",15807,2016,39,93,12.4,36828,6.419216634
2090,334173,"Lucas County, OH",23468,2016,39,95,19.8,83600,6.561887479
2091,30839,"Madison County, OH",1937,2016,39,97,11.8,4576,5.909812058
2092,166989,"Mahoning County, OH",11111,2016,39,99,18.7,41625,6.238629983
2093,45256,"Marion County, OH",3068,2016,39,101,14.8,8673,6.348812184
2094,140590,"Medina County, OH",7175,2016,39,103,6.5,11394,4.85568301
2095,17072,"Meigs County, OH",1512,2016,39,105,21.1,4815,8.136030994
2096,31783,"Mercer County, OH",1891,2016,39,107,8.2,3308,5.615608481
2097,79556,"Miami County, OH",5873,2016,39,109,9.5,9860,6.874714675
2098,10030,"Monroe County, OH",843,2016,39,111,15.2,2130,7.753150005
2099,395033,"Montgomery County, OH",31824,2016,39,113,18.2,93949,7.455424182
2100,10830,"Morgan County, OH",816,2016,39,115,18.7,2714,7.006697579
2101,26976,"Morrow County, OH",2058,2016,39,117,12.2,4214,7.088241372
2102,65177,"Muskingum County, OH",4538,2016,39,119,14.8,12435,6.509359535
2103,8512,"Noble County, OH",684,2016,39,121,15.1,1744,7.438016529
2104,28731,"Ottawa County, OH",2009,2016,39,123,10.4,4160,6.535458686
2105,14396,"Paulding County, OH",1028,2016,39,125,10.7,2004,6.664937759
2106,27850,"Perry County, OH",2282,2016,39,127,17,6029,7.573343953
2107,41655,"Pickaway County, OH",2746,2016,39,129,13.2,6905,6.184545393
2108,21289,"Pike County, OH",1810,2016,39,131,20.5,5660,7.835837049
2109,120605,"Portage County, OH",9091,2016,39,133,13.5,20743,7.009468295
2110,31002,"Preble County, OH",2439,2016,39,135,11,4494,7.293442182
2111,26907,"Putnam County, OH",1512,2016,39,137,8.3,2796,5.32038425
2112,85236,"Richland County, OH",6481,2016,39,139,15.8,17904,7.066301776
2113,55475,"Ross County, OH",3898,2016,39,141,18.6,13224,6.565273778
2114,45566,"Sandusky County, OH",2660,2016,39,143,11.6,6750,5.515696927
2115,55991,"Scioto County, OH",3933,2016,39,145,22.1,16051,6.56331353
2116,40924,"Seneca County, OH",2857,2016,39,147,12.9,6782,6.525661817
2117,38609,"Shelby County, OH",2180,2016,39,149,9.4,4490,5.344578195
2118,280939,"Stark County, OH",17591,2016,39,151,13.2,48072,5.892540113
2119,412030,"Summit County, OH",30012,2016,39,153,13.7,72687,6.789400102
2120,146928,"Trumbull County, OH",10524,2016,39,155,17.6,34839,6.683941773
2121,68557,"Tuscarawas County, OH",5969,2016,39,157,12.7,11525,8.00928535
2122,44042,"Union County, OH",2229,2016,39,159,6.1,3194,4.817272158
2123,21469,"Van Wert County, OH",1349,2016,39,161,8.9,2489,5.911999299
2124,9830,"Vinton County, OH",850,2016,39,163,20.8,2661,7.958801498
2125,183260,"Warren County, OH",8753,2016,39,165,5.4,11823,4.558545515
2126,43631,"Washington County, OH",3478,2016,39,167,13.7,8100,7.382878006
2127,84648,"Wayne County, OH",8758,2016,39,169,11.9,13372,9.376271332
2128,27541,"Williams County, OH",1880,2016,39,171,9.7,3496,6.389993542
2129,99202,"Wood County, OH",5861,2016,39,173,11.4,14060,5.578557627
2130,16763,"Wyandot County, OH",1117,2016,39,175,8.6,1881,6.247203579
2131,14354,"Adair County, OK",4176,2016,40,1,29,6347,22.53642742
2132,3263,"Alfalfa County, OK",547,2016,40,3,15.8,750,14.35695538
2133,8276,"Atoka County, OK",2238,2016,40,5,19.9,2596,21.28590451
2134,3557,"Beaver County, OK",814,2016,40,7,11.6,614,18.62274079
2135,14779,"Beckham County, OK",2823,2016,40,9,17.1,3515,16.03795023
2136,6512,"Blaine County, OK",1270,2016,40,11,17.7,1682,16.31971216
2137,30201,"Bryan County, OK",6457,2016,40,13,16.9,7519,17.61416335
2138,18130,"Caddo County, OK",4712,2016,40,15,21.3,5877,20.62866649
2139,104230,"Canadian County, OK",13452,2016,40,17,8.4,11232,11.43080505
2140,33491,"Carter County, OK",6530,2016,40,19,16.4,7799,16.31643387
2141,30857,"Cherokee County, OK",8465,2016,40,21,23.2,10863,21.52738925
2142,9279,"Choctaw County, OK",2457,2016,40,23,26.8,3922,20.93558282
2143,1251,"Cimarron County, OK",378,2016,40,25,17.7,381,23.20441989
2144,207477,"Cleveland County, OK",27064,2016,40,27,12.4,33109,11.53913388
2145,3591,"Coal County, OK",874,2016,40,29,21.9,1222,19.57446809
2146,83189,"Comanche County, OK",14345,2016,40,31,16.2,18024,14.70769168
2147,4018,"Cotton County, OK",787,2016,40,33,16.9,994,16.37877211
2148,8955,"Craig County, OK",2077,2016,40,35,17.5,2423,18.82704859
2149,48891,"Creek County, OK",9309,2016,40,37,15.5,10895,15.99484536
2150,19178,"Custer County, OK",4861,2016,40,39,18,4984,20.22130704
2151,24525,"Delaware County, OK",6743,2016,40,41,17.7,7294,21.56517846
2152,3190,"Dewey County, OK",654,2016,40,43,13.2,623,17.01352758
2153,2740,"Ellis County, OK",486,2016,40,45,13,523,15.06509609
2154,43492,"Garfield County, OK",8114,2016,40,47,14.6,8920,15.72297795
2155,18691,"Garvin County, OK",4081,2016,40,49,17.5,4791,17.92113121
